"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"2/20/2022","GrubHub Seamless","SEAMLSSSANMATTEOPIZZA","35.27","debit","Food & Dining","CREDIT CARD","",""
"2/18/2022","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"2/18/2022","JETS PIZZA - NY-003","JETS PIZZA - NY-003","21.50","debit","Restaurants","CREDIT CARD","",""
"2/18/2022","Amazon","Amazon Prime*DM38R21A3","129.56","debit","Shopping","CREDIT CARD","",""
"2/18/2022","Apple","APPLE.COM/BILL","0.99","debit","Electronics & Software","CREDIT CARD","",""
"2/18/2022","Trader Joe's","TRADER JOE'S #571 QPS","20.14","debit","Groceries","CREDIT CARD","",""
"2/18/2022","Apple","APPLE.COM/BILL","5.43","debit","Electronics & Software","CREDIT CARD","",""
"2/17/2022","Returned Payment","Returned Payment","3806.66","debit","Credit Card Payment","CREDIT CARD","",""
"2/17/2022","Fairway Market","FAIRWAY MARKET OF 86TH","53.39","debit","Groceries","CREDIT CARD","",""
"2/17/2022","PURCHASE INTEREST CHARGE","PURCHASE INTEREST CHARGE","8.89","credit","Interest Income","CREDIT CARD","",""
"2/17/2022","Shake Shack","SHAKE SHACK - 1105A","9.52","credit","Fast Food","CREDIT CARD","",""
"2/17/2022","GrubHub Seamless","SEAMLSSCHINAJADE","49.00","debit","Food & Dining","CREDIT CARD","",""
"2/17/2022","COINBASE INC. 8889087930 X2U2 V9LZ WEB ID: 1327000623","COINBASE INC.    8889087930 X2U2","500.00","debit","Crypto","TOTAL CHECKING","",""
"2/17/2022","COINBASE INC. 8889087930 59VQ CSMU WEB ID: 1327000623","COINBASE INC.    8889087930 59VQ","500.00","debit","Crypto","TOTAL CHECKING","",""
"2/17/2022","Venmo Cashout Ppd","VENMO            CASHOUT","158.20","credit","Venmo","TOTAL CHECKING","",""
"2/17/2022","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2332.53","credit","MSK Paycheck","TOTAL CHECKING","",""
"2/17/2022","COINBASE INC. 8889087930 3WSA UFLZ WEB ID: 1327000623","COINBASE INC.    8889087930 3WSA","100.00","debit","Crypto","TOTAL CHECKING","",""
"2/16/2022","INTEREST CHARGE REVERSAL","INTEREST CHARGE REVERSAL","0.02","credit","Interest Income","CREDIT CARD","",""
"2/16/2022","PURCHASE INTEREST CHARGE","PURCHASE INTEREST CHARGE","0.02","credit","Interest Income","CREDIT CARD","",""
"2/16/2022","NYTimes*NYTimes","NYTimes*NYTimes","28.53","debit","Newspapers & Magazines","CREDIT CARD","",""
"2/16/2022","Hulu","HLU*Hulu 1230570055747-U","12.00","debit","Movies & DVDs","CREDIT CARD","",""
"2/16/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/16/2022","Shake Shack","SHAKE SHACK - 1105A","63.85","debit","Fast Food","CREDIT CARD","",""
"2/16/2022","Returned Check Fee Revers","Returned Check Fee Revers","29.00","credit","Reimbursement","CREDIT CARD","",""
"2/16/2022","MONTHLY SERVICE FEE","MONTHLY SERVICE FEE","5.00","debit","Bank Fee","CHASE SAVINGS","",""
"2/15/2022","7LEKAT.COM","7LEKAT.COM","1.00","debit","Shopping","CREDIT CARD","",""
"2/15/2022","Shake Shack","SHAKE SHACK - 1105A","54.71","debit","Fast Food","CREDIT CARD","",""
"2/15/2022","Prime Video*WF0DK9LX3","Prime Video*WF0DK9LX3","3.99","debit","Movies & DVDs","CREDIT CARD","",""
"2/15/2022","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
"2/15/2022","QKAKIN.COM","QKAKIN.COM","1.00","debit","Misc Expenses","CREDIT CARD","",""
"2/15/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/14/2022","Travelers Insurance","Travelers        PER INSUR","17.00","debit","Renters Insurance","TOTAL CHECKING","",""
"2/14/2022","Venmo Cashout Ppd","VENMO            CASHOUT","135.00","credit","Venmo","TOTAL CHECKING","",""
"2/14/2022","COINBASE INC. 8889087930 8HF9 HPNV WEB ID: 1327000623","COINBASE INC.    8889087930 8HF9","300.00","debit","Crypto","TOTAL CHECKING","",""
"2/14/2022","Franklin Pizza","FRANKLIN PIZZA","14.67","debit","Fast Food","CREDIT CARD","",""
"2/14/2022","BP","BP#4804308MCGUINESS&KENT","7.49","debit","Gas & Fuel","CREDIT CARD","",""
"2/14/2022","BUDVERSE US","BUDVERSE US","399.00","debit","Crypto","CREDIT CARD","",""
"2/14/2022","MARWIN THAI RESTAURANT","MARWIN THAI RESTAURANT","71.67","debit","Restaurants","CREDIT CARD","",""
"2/14/2022","TAL BAGEL","TAL BAGEL","15.15","debit","Fast Food","CREDIT CARD","",""
"2/14/2022","Curb","CURB TAXI APP","12.36","debit","Taxi_Lyft","CREDIT CARD","",""
"2/14/2022","HELP.HBOMAX.COM","HELP.HBOMAX.COM","14.99","debit","Entertainment","CREDIT CARD","",""
"2/14/2022","BUDVERSE US","BUDVERSE US","399.00","debit","Crypto","CREDIT CARD","",""
"2/14/2022","Lyft","LYFT   *CANCEL FEE","2.24","debit","Taxi_Lyft","CREDIT CARD","",""
"2/13/2022","Shake Shack","SHAKE SHACK - 1105A","15.55","debit","Fast Food","CREDIT CARD","",""
"2/13/2022","Amazon","Amazon Digit*WE1NF5F93","7.99","debit","Shopping","CREDIT CARD","",""
"2/11/2022","PURCHASE INTEREST CHARGE","PURCHASE INTEREST CHARGE","107.18","debit","Finance Charge","CREDIT CARD","",""
"2/11/2022","RETURN payment FEE FOR PAYMNT","RETURN PMT FEE FOR PAYMNT","29.00","debit","Fees & Charges","CREDIT CARD","",""
"2/11/2022","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","16.60","debit","Restaurants","CREDIT CARD","",""
"2/11/2022","Returned Payment","Returned Payment","3806.66","debit","Credit Card Payment","CREDIT CARD","",""
"2/11/2022","Payment Thank You - 2nd A","Payment Thank You - 2nd A","3806.66","credit","Credit Card Payment","CREDIT CARD","",""
"2/10/2022","MARWIN THAI RESTAURANT","MARWIN THAI RESTAURANT","74.88","debit","Restaurants","CREDIT CARD","",""
"2/10/2022","Fairway Market","FAIRWAY MARKET OF 86TH","185.78","debit","Groceries","CREDIT CARD","",""
"2/10/2022","1219 DELI","1219 DELI","9.62","debit","Restaurants","CREDIT CARD","",""
"2/09/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/09/2022","Dunkin Donuts","DD/BR #337561 Q35","3.26","debit","Coffee Shops","CREDIT CARD","",""
"2/08/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/08/2022","AUTOMATIC PAYMENT - THANK","AUTOMATIC PAYMENT - THANK","3806.66","credit","Credit Card Payment","CREDIT CARD","",""
"2/08/2022","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"2/08/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/08/2022","GrubHub Seamless","SEAMLSSMOMOKAWA","172.26","debit","Food & Dining","CREDIT CARD","",""
"2/08/2022","BAGEL EXPRESS II","BAGEL EXPRESS II","10.78","debit","Fast Food","CREDIT CARD","",""
"2/07/2022","WWW.CSCSW.COM","WWW.CSCSW.COM","30.00","debit","Laundry","CREDIT CARD","",""
"2/07/2022","Prime Video*LX5TN14H3","Prime Video*LX5TN14H3","3.99","debit","Movies & DVDs","CREDIT CARD","",""
"2/07/2022","Rite Aid","RITE AID 04688","19.89","debit","Pharmacy","CREDIT CARD","",""
"2/07/2022","BANLTT.COM","BANLTT.COM","48.19","debit","Fraud Reimbursed","CREDIT CARD","",""
"2/07/2022","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","11.27","debit","Restaurants","CREDIT CARD","",""
"2/07/2022","VTG*LCSW","VTG*LCSW","30.00","debit","Doctor","CREDIT CARD","",""
"2/07/2022","GrubHub Seamless","SEAMLSSCHINAJADE","52.26","debit","Food & Dining","CREDIT CARD","",""
"2/07/2022","COINBASE INC. 8889087930 M2LZ VLY8 WEB ID: 1327000623","COINBASE INC.    8889087930 M2LZ","1000.00","debit","Crypto","TOTAL CHECKING","",""
"2/07/2022","NYTimes*NYTimes 800-698-4637 NY 02/05","NYTimes*NYTimes 800-698-4637 NY","17.00","debit","Newspapers & Magazines","TOTAL CHECKING","",""
"2/07/2022","Venmo","VENMO            PAYMENT    1018","77.00","debit","Venmo","TOTAL CHECKING","",""
"2/07/2022","PayPal","PAYPAL           INST XFER  BTGU","6.95","debit","Shopping","TOTAL CHECKING","",""
"2/07/2022","Tiaa Cref Ira","TIAA-CREF IRA    TIAA-CREF","500.00","debit","Roth IRA","TOTAL CHECKING","",""
"2/06/2022","BAGEL EXPRESS II","BAGEL EXPRESS II","14.86","debit","Fast Food","CREDIT CARD","",""
"2/06/2022","GREEK EATS","GREEK EATS","17.15","debit","Restaurants","CREDIT CARD","",""
"2/06/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/06/2022","2Checkout","2COCOM*BITDEFENDER.COM","32.65","debit","Electronics & Software","CREDIT CARD","",""
"2/06/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/06/2022","Oculus","Oculus","2.99","debit","Entertainment","CREDIT CARD","",""
"2/06/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/06/2022","OMNYPYG*","OMNYPYG*","2.75","debit","Fast Food","CREDIT CARD","",""
"2/04/2022","Apple","APPLE.COM/BILL","21.76","debit","Electronics & Software","CREDIT CARD","",""
"2/04/2022","Geico","GEICO  *AUTO","46.30","debit","Motorcycle Insurance","CREDIT CARD","",""
"2/04/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/03/2022","Lyft","LYFT   *1 RIDE 02-01","13.99","debit","Taxi_Lyft","CREDIT CARD","",""
"2/03/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/03/2022","Lyft","LYFT   *INCREASE TIP","2.00","debit","Taxi_Lyft","CREDIT CARD","",""
"2/03/2022","MARWIN THAI RESTAURANT","MARWIN THAI RESTAURANT","22.49","debit","Restaurants","CREDIT CARD","",""
"2/03/2022","COINBASE INC. 8889087930 YFK5 2ZMC WEB ID: 1327000623","COINBASE INC.    8889087930 YFK5","1500.00","debit","Crypto","TOTAL CHECKING","",""
"2/03/2022","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2353.67","credit","MSK Paycheck","TOTAL CHECKING","",""
"2/02/2022","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"2/02/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/02/2022","Fairway Market","FAIRWAY MARKET OF 86TH","117.57","debit","Groceries","CREDIT CARD","",""
"2/02/2022","IN *STANDARD MOTO LLC","IN *STANDARD MOTO LLC","223.88","debit","Motorcycle Garage","CREDIT CARD","",""
"2/02/2022","YORKVILLE PLAZA WEB PMTS NW67 K2 WEB ID: 9000233586","YORKVILLE PLAZA  WEB PMTS   NW67","1205.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"2/01/2022","GrubHub Seamless","SEAMLSSCHINAJADE","66.00","debit","Food & Dining","CREDIT CARD","",""
"2/01/2022","VTG*LCSW","VTG*LCSW","80.00","debit","Doctor","CREDIT CARD","",""
"2/01/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/01/2022","BAGEL WORKS","BAGEL WORKS","10.72","debit","Fast Food","CREDIT CARD","",""
"2/01/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/31/2022","Oculus","Oculus","2.99","debit","Entertainment","CREDIT CARD","",""
"1/31/2022","INVISIBLE FRIENDS","INVISIBLE FRIENDS","162.50","debit","Shopping","CREDIT CARD","",""
"1/31/2022","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
"1/31/2022","FDNY BUSINESS FDNY BUS C 194202209 WEB ID: 1136400434","FDNY BUSINESS    FDNY BUS   C","5.00","debit","Misc Expenses","TOTAL CHECKING","",""
"1/30/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/28/2022","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"1/27/2022","Manual Cr Bkrg","Manual CR-Bkrg","5000.00","credit","Chase Investment Account","TOTAL CHECKING","",""
"1/27/2022","Chase card ending in 8242 01/27","Payment to Chase card ending in","500.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/27/2022","COINBASE INC. 8889087930 2SRH 7W9C WEB ID: 1327000623","COINBASE INC.    8889087930 2SRH","500.00","debit","Crypto","TOTAL CHECKING","",""
"1/27/2022","COINBASE INC. 8889087930 UL2E HMP7 WEB ID: 1327000623","COINBASE INC.    8889087930 UL2E","500.00","debit","Crypto","TOTAL CHECKING","",""
"1/27/2022","Manual DB-Bkrg 01/27","Manual DB-Bkrg 01/27","500.00","debit","Chase Investment Account","TOTAL CHECKING","",""
"1/27/2022","VR WAVE","VR WAVE","129.00","debit","Doctor","CREDIT CARD","",""
"1/27/2022","Payment Thank You-Mobile","Payment Thank You-Mobile","500.00","credit","Credit Card Payment","CREDIT CARD","",""
"1/26/2022","Fairway Market","FAIRWAY MARKET OF 86TH","77.23","debit","Groceries","CREDIT CARD","",""
"1/26/2022","TAL BAGEL","TAL BAGEL","14.82","debit","Fast Food","CREDIT CARD","",""
"1/26/2022","Prime Video*HL1VV7Y63","Prime Video*HL1VV7Y63","2.99","debit","Movies & DVDs","CREDIT CARD","",""
"1/26/2022","VTG*LCSW","VTG*LCSW","80.00","debit","Doctor","CREDIT CARD","",""
"1/25/2022","Prime Video*9C6UF5JD3","Prime Video*9C6UF5JD3","5.99","debit","Movies & DVDs","CREDIT CARD","",""
"1/24/2022","Verizon","VERIZON          PAYMENTREC 7560","82.48","debit","Internet","TOTAL CHECKING","",""
"1/24/2022","COINBASE INC. 8889087930 5SGM 6HRL WEB ID: 1327000623","COINBASE INC.    8889087930 5SGM","500.00","debit","Crypto","TOTAL CHECKING","",""
"1/24/2022","COINBASE INC. 8889087930 TDD5 JNHP WEB ID: 1327000623","COINBASE INC.    8889087930 TDD5","1000.00","debit","Crypto","TOTAL CHECKING","",""
"1/24/2022","GREEK EATS","GREEK EATS","19.72","debit","Restaurants","CREDIT CARD","",""
"1/24/2022","Shell","SHELL OIL 57544416209","8.02","debit","Gas & Fuel","CREDIT CARD","",""
"1/24/2022","1219 DELI","1219 DELI","17.41","debit","Restaurants","CREDIT CARD","",""
"1/24/2022","Trader Joe's","TRADER JOE'S #571 QPS","65.98","debit","Groceries","CREDIT CARD","",""
"1/23/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/23/2022","Dunkin Donuts","DD/BR #337561 Q35","2.93","debit","Coffee Shops","CREDIT CARD","",""
"1/23/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/23/2022","GrubHub","GRUBHUBPINKBERRY82NDS","16.65","debit","Food Delivery","CREDIT CARD","",""
"1/23/2022","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"1/23/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/23/2022","Prime Video*TR8GK7N63","Prime Video*TR8GK7N63","10.99","debit","Movies & DVDs","CREDIT CARD","",""
"1/23/2022","Blue Mountain","BLUEMOUNTAIN*0122-0221","6.99","debit","Shopping","CREDIT CARD","",""
"1/23/2022","GrubHub Seamless","SEAMLSSCHINAJADE","43.76","debit","Food & Dining","CREDIT CARD","",""
"1/20/2022","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2321.83","credit","MSK Paycheck","TOTAL CHECKING","",""
"1/20/2022","Manual DB-Bkrg 01/20","Manual DB-Bkrg 01/20","1000.00","debit","Chase Investment Account","TOTAL CHECKING","",""
"1/20/2022","Oculus","Oculus","16.32","debit","Entertainment","CREDIT CARD","",""
"1/20/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/20/2022","Oculus","Oculus","10.88","debit","Entertainment","CREDIT CARD","",""
"1/20/2022","Steam Purchase","Steam Purchase","21.76","debit","Games","CREDIT CARD","",""
"1/19/2022","MONTHLY SERVICE FEE","MONTHLY SERVICE FEE","5.00","debit","Bank Fee","CHASE SAVINGS","",""
"1/19/2022","Manual DB-Bkrg 01/19","Manual DB-Bkrg 01/19","500.00","debit","Chase Investment Account","TOTAL CHECKING","",""
"1/19/2022","NYTimes*NYTimes","NYTimes*NYTimes","28.53","debit","Newspapers & Magazines","CREDIT CARD","",""
"1/19/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/19/2022","VTG*LCSW","VTG*LCSW","70.00","debit","Doctor","CREDIT CARD","",""
"1/19/2022","Fairway Market","FAIRWAY MARKET OF 86TH","50.56","debit","Groceries","CREDIT CARD","",""
"1/19/2022","CREATIVE MOBILE","CREATIVE MOBILE","11.76","debit","Taxi_Lyft","CREDIT CARD","",""
"1/18/2022","Venmo","VENMO            PAYMENT    1018","75.00","debit","Venmo","TOTAL CHECKING","",""
"1/18/2022","Apple","APPLE.COM/BILL","0.99","debit","Electronics & Software","CREDIT CARD","",""
"1/18/2022","Apple","APPLE.COM/BILL","10.88","debit","Electronics & Software","CREDIT CARD","",""
"1/18/2022","GrubHub Seamless","SEAMLSSCHINAJADE","48.35","debit","Food & Dining","CREDIT CARD","",""
"1/17/2022","Duane Reade","DUANE READE #14327","25.88","debit","Pharmacy","CREDIT CARD","",""
"1/17/2022","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
"1/16/2022","GREEK EATS","GREEK EATS","17.15","debit","Restaurants","CREDIT CARD","",""
"1/16/2022","Oculus","Oculus","27.21","debit","Entertainment","CREDIT CARD","",""
"1/16/2022","Oculus","Oculus","32.65","debit","Entertainment","CREDIT CARD","",""
"1/16/2022","Oculus","Oculus","32.65","debit","Entertainment","CREDIT CARD","",""
"1/16/2022","Oculus","Oculus","27.21","debit","Entertainment","CREDIT CARD","",""
"1/16/2022","Oculus","Oculus","32.65","debit","Entertainment","CREDIT CARD","",""
"1/16/2022","Hulu","HLU*Hulu 1230570052157-U","11.26","debit","Movies & DVDs","CREDIT CARD","",""
"1/14/2022","Amazon","Amazon.com*EM1KN6KR3","411.55","debit","Shopping","CREDIT CARD","",""
"1/14/2022","Dunkin Donuts","DD/BR #337561 Q35","3.09","debit","Coffee Shops","CREDIT CARD","",""
"1/14/2022","HELP.HBOMAX.COM","HELP.HBOMAX.COM","14.99","debit","Entertainment","CREDIT CARD","",""
"1/14/2022","Prime Video*VV9I18T13","Prime Video*VV9I18T13","2.99","debit","Movies & DVDs","CREDIT CARD","",""
"1/13/2022","Milano","MILANO","57.20","debit","Groceries","CREDIT CARD","",""
"1/13/2022","Amazon","Amazon Digit*7Z0R76MC3","7.99","debit","Shopping","CREDIT CARD","",""
"1/13/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/13/2022","Amazon","AMZN Mktp US*NY7AX9HP3","61.77","debit","Shopping","CREDIT CARD","",""
"1/13/2022","Key Food","KEY FOOD 1750","17.99","debit","Groceries","CREDIT CARD","",""
"1/12/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/12/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/12/2022","Amazon","Amazon.com*VC5Y91TS3","11.64","debit","Shopping","CREDIT CARD","",""
"1/12/2022","Travelers Insurance","Travelers        PER INSUR","17.00","debit","Renters Insurance","TOTAL CHECKING","",""
"1/11/2022","Amazon","AMZN Digital*5B9ZS2ZJ3","1.99","debit","Shopping","CREDIT CARD","",""
"1/11/2022","GrubHub Seamless","SEAMLSSCHINAJADE","48.35","debit","Food & Dining","CREDIT CARD","",""
"1/11/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/11/2022","Trader Joe's","TRADER JOE'S #571 QPS","76.64","debit","Groceries","CREDIT CARD","",""
"1/11/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/10/2022","NYTimes*NYTimes 800-698-4637 NY 01/08","NYTimes*NYTimes 800-698-4637 NY","17.00","debit","Newspapers & Magazines","TOTAL CHECKING","",""
"1/10/2022","CHASE CREDIT CRD AUTOPAY PPD ID: 4760039224","CHASE CREDIT CRD AUTOPAY","882.13","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/10/2022","Dunkin Donuts","DD/BR #351274 Q35","7.04","debit","Coffee Shops","CREDIT CARD","",""
"1/10/2022","UNRANKEDSMURFS.COM","UNRANKEDSMURFS.COM","29.99","debit","Shopping","CREDIT CARD","",""
"1/10/2022","Prime Video*EO6LZ9DF3","Prime Video*EO6LZ9DF3","3.99","debit","Movies & DVDs","CREDIT CARD","",""
"1/10/2022","UVA NYC","UVA NYC","96.60","debit","Restaurants","CREDIT CARD","",""
"1/10/2022","Macy's","MACYS  HERALD SQUARE","0.22","credit","Clothing","CREDIT CARD","",""
"1/09/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/09/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/09/2022","BANLTT.COM","BANLTT.COM","48.19","debit","Fraud Reimbursed","CREDIT CARD","",""
"1/09/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/09/2022","TST* CAFE D'ALSACE","TST* CAFE D'ALSACE","119.09","debit","Restaurants","CREDIT CARD","",""
"1/09/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/07/2022","PayPal","PAYPAL           INST XFER  BTGU","6.95","debit","Shopping","TOTAL CHECKING","",""
"1/07/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/07/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/07/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/07/2022","TST* FELICE 56","TST* FELICE 56","67.72","debit","Restaurants","CREDIT CARD","",""
"1/07/2022","AUTOMATIC PAYMENT - THANK","AUTOMATIC PAYMENT - THANK","882.13","credit","Credit Card Payment","CREDIT CARD","",""
"1/06/2022","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2470.12","credit","MSK Paycheck","TOTAL CHECKING","",""
"1/06/2022","Chase card ending in 8242 01/06","Payment to Chase card ending in","2000.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/06/2022","CAFE LUXEMBOURG","CAFE LUXEMBOURG","127.79","debit","Restaurants","CREDIT CARD","",""
"1/06/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/06/2022","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
